id,command,character,imageFolderName,imageNum,mainText,setBranch,yesText,noText,choseYes,choseNo,skipID,eventFlag,checkNeedEventNum,eventNum,afterEventSkipID,chractorFunction,animFuncName,SEpath
73,set_text,ビー・アルディエフ,BRDF,1,朝ごはんは出来てますから、みんなで食べましょう,,,,,,,,,,,,,
74,set_text,ビー・アルディエフ,BRDF,1,村長さんは？,,,,,,,,,,,,,
75,set_text,ビー・アルディエフ,BRDF,1,ごめんなさいね、あの人ったら忙しなくて。 朝一番に採掘場に行ってしまったの,,,,,,,,,,,,,
76,set_text,ビー・アルディエフ,BRDF,1,俺たちも後で行こうぜ。お前に見せたい物があるんだ！,,,,,,,,,,,,,
77,set_text,ビー・アルディエフ,BRDF,1,食べながら喋らないの！,,,,,,,,,,,,,
78,set_text,ビー・アルディエフ,BRDF,1,はーい,,,,,,,,,,,,,
79,set_text,ビー・アルディエフ,BRDF,1,見せたいものって？,,,,,,,,,,,,,
80,set_text,ビー・アルディエフ,BRDF,1,それはあとのお楽しみ,,,,,,,,,,,,,
81,set_text,ビー・アルディエフ,BRDF,1,ごちそうさま！,,,,,,,,,,,,,
82,end_talk,,,,,,,,,,,,,,,,,
